user_id,email,age,gender,country,city,subscription_plan,monthly_price,signup_date,is_active,last_payment_date,primary_device,num_profiles,payment_method,lifetime_value,referral_source,language_preference
USR00000144,user144@example.com,28,Male,USA,USA_City_16,Basic,8.99,2023-04-18,True,2025-06-02,Tablet,1,Credit Card,233.74,Partner,French
USR00000145,user145@example.com,34,Male,UK,UK_City_19,Basic,8.99,2024-09-30,True,2025-06-09,Mobile,1,Credit Card,80.91,Social Media,English
USR00000146,user146@example.com,36,Male,Japan,Japan_City_4,Standard,13.99,2022-12-22,True,2025-06-24,Tablet,3,Credit Card,419.7,Partner,English
USR00000147,user147@example.com,53,Female,USA,USA_City_17,Basic,8.99,2022-08-24,True,2025-07-01,Smart TV,2,Credit Card,305.66,Email,Spanish
USR00000148,user148@example.com,27,Female,India,India_City_17,Standard,13.99,2022-01-23,True,2025-06-20,Web Browser,2,PayPal,573.59,Social Media,German
USR00000149,user149@example.com,28,Female,Spain,Spain_City_1,Standard,13.99,2021-09-21,True,2025-06-19,Web Browser,3,Credit Card,643.54,Organic,French
USR00000150,user150@example.com,55,Female,USA,USA_City_20,Premium Plus,22.99,2022-04-04,True,2025-06-09,Mobile,5,PayPal,896.61,Social Media,Portuguese
USR00000151,user151@example.com,35,Female,Canada,Canada_City_20,Premium,17.99,2024-06-06,False,,Smart TV,2,Bank Transfer,251.86,Partner,German
USR00000152,user152@example.com,50,Male,Canada,Canada_City_6,Basic,8.99,2024-09-22,True,2025-06-15,Tablet,3,Credit Card,80.91,Social Media,Spanish
USR00000153,user153@example.com,24,Female,Germany,Germany_City_8,Standard,13.99,2020-12-29,True,2025-06-13,Streaming Device,2,Bank Transfer,755.46,TV Ad,German
USR00000154,user154@example.com,18,Male,Germany,Germany_City_4,Standard,13.99,2021-08-18,True,2025-06-22,Tablet,3,Credit Card,657.53,Social Media,Portuguese
USR00000155,user155@example.com,26,Female,India,India_City_16,Premium,17.99,2024-09-05,True,2025-06-23,Smart TV,4,Credit Card,179.9,Partner,English
USR00000156,user156@example.com,41,Female,Mexico,Mexico_City_17,Premium,17.99,2023-12-23,True,2025-06-13,Smart TV,1,Credit Card,323.82,Organic,English
USR00000157,user157@example.com,28,Female,France,France_City_16,Premium,17.99,2024-09-23,False,,Gaming Console,4,Credit Card,377.79,Organic,Japanese
USR00000158,user158@example.com,46,Female,Mexico,Mexico_City_2,Standard,13.99,2021-11-17,False,,Tablet,1,Bank Transfer,251.82,Organic,Portuguese
USR00000159,user159@example.com,47,Female,India,India_City_1,Premium Plus,22.99,2023-04-10,True,2025-06-27,Streaming Device,3,Credit Card,620.73,Email,Japanese
USR00000160,user160@example.com,59,Female,France,France_City_15,Standard,13.99,2022-12-14,True,2025-06-15,Gaming Console,1,Credit Card,433.69,Partner,English
USR00000161,user161@example.com,32,Male,Canada,Canada_City_13,Premium,17.99,2025-06-03,True,2025-06-07,Tablet,2,PayPal,0.0,Social Media,English
USR00000162,user162@example.com,18,Male,Canada,Canada_City_15,Standard,13.99,2024-06-18,True,2025-06-17,Smart TV,2,PayPal,167.88,TV Ad,English
USR00000163,user163@example.com,34,Female,USA,USA_City_10,Premium,17.99,2021-08-13,True,2025-06-11,Mobile,4,PayPal,845.53,Email,Japanese
USR00000164,user164@example.com,33,Male,Germany,Germany_City_18,Standard,13.99,2024-04-05,True,2025-06-28,Mobile,3,Bank Transfer,209.85,Partner,Portuguese
USR00000165,user165@example.com,44,Male,France,France_City_19,Premium,17.99,2022-02-27,True,2025-06-30,Mobile,3,Credit Card,719.6,Partner,Japanese
USR00000166,user166@example.com,18,Male,Canada,Canada_City_19,Basic,8.99,2022-06-28,False,,Mobile,1,Credit Card,197.78,Partner,Spanish
USR00000167,user167@example.com,40,Male,Brazil,Brazil_City_1,Premium,17.99,2022-05-04,True,2025-06-18,Mobile,1,PayPal,683.62,Email,English
USR00000168,user168@example.com,37,Male,India,India_City_14,Standard,13.99,2025-02-21,True,2025-07-01,Smart TV,2,Credit Card,55.96,Organic,French
USR00000169,user169@example.com,30,Other,India,India_City_18,Standard,13.99,2023-05-10,True,2025-06-03,Mobile,3,Credit Card,363.74,Partner,English
USR00000170,user170@example.com,18,Other,India,India_City_15,Premium Plus,22.99,2023-04-19,True,2025-06-09,Web Browser,1,PayPal,597.74,Social Media,Spanish
USR00000171,user171@example.com,39,Male,Brazil,Brazil_City_1,Standard,13.99,2023-12-15,True,2025-06-04,Smart TV,3,Credit Card,251.82,Organic,Spanish
USR00000172,user172@example.com,26,Male,USA,USA_City_7,Standard,13.99,2021-09-24,True,2025-07-01,Smart TV,2,PayPal,629.55,Partner,English
USR00000173,user173@example.com,43,Male,Mexico,Mexico_City_5,Premium Plus,22.99,2022-04-09,True,2025-06-13,Web Browser,2,Gift Card,896.61,Social Media,Spanish
USR00000174,user174@example.com,34,Male,Brazil,Brazil_City_16,Standard,13.99,2022-05-18,True,2025-06-04,Smart TV,3,Credit Card,531.62,Social Media,French
USR00000175,user175@example.com,24,Female,USA,USA_City_10,Standard,13.99,2023-03-18,True,2025-06-20,Mobile,1,Bank Transfer,377.73,Organic,Spanish
USR00000176,user176@example.com,44,Male,France,France_City_3,Basic,8.99,2023-03-09,True,2025-06-15,Mobile,2,Bank Transfer,251.72,Partner,English
